"VIN","County","City","Year","Make","Model","Range"
"5YJYGDEE3L","Snohomish","Bothell",2020,"WallE","Omega",291
"5YJ3E1EA6L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB8L","Pierce","Graham",2020,"WallE","Alpha",322
"5YJ3E1EB9J","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJ3E1EA4J","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJSA1E2XH","Spokane","Spokane",2017,"WallE","Beta",210
"5YJSA1E4XK","Pierce","Bonney Lake",2019,"WallE","Beta",270
"5YJ3E1EA0J","Snohomish","Marysville",2018,"WallE","Alpha",215
"5YJ3E1EA2J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJSA1H12E","King","Redmond",2014,"WallE","Beta",208
"5YJXCDE29J","Clallam","Sequim",2018,"WallE","Delta",238
"5YJ3E1EB0J","Spokane","Fairchild Air Force Base",2018,"WallE","Alpha",215
"5YJ3E1EA5J","Clallam","Sequim",2018,"WallE","Alpha",215
"5YJXCAE21G","Clark","Vancouver",2016,"WallE","Delta",200
"5YJ3E1EA8J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EA9J","Whatcom","Lynden",2018,"WallE","Alpha",215
"5YJSA1S20F","Island","Langley",2015,"WallE","Beta",208
"5YJ3E1EB3L","Clark","Camas",2020,"WallE","Alpha",322
"5YJ3E1EB1L","King","Renton",2020,"WallE","Alpha",322
"5YJYGDEF2L","Snohomish","Stanwood",2020,"WallE","Omega",291
"5YJ3E1EC8L","Whatcom","Ferndale",2020,"WallE","Alpha",308
"5YJ3E1EA0L","Snohomish","Marysville",2020,"WallE","Alpha",266
"5YJSA1DP5D","King","Seattle",2013,"WallE","Beta",208
"5YJSA1E25J","Spokane","Spokane",2018,"WallE","Beta",249
"5YJYGDEE6L","Snohomish","Bothell",2020,"WallE","Omega",291
"5YJSA1H20F","El Paso","Colorado Springs",2015,"WallE","Beta",208
"5YJ3E1EA6L","Yolo","West Sacramento",2020,"WallE","Alpha",266
"5YJ3E1EA9J","Snohomish","Arlington",2018,"WallE","Alpha",215
"5YJ3E1EA1K","Pierce","Spanaway",2019,"WallE","Alpha",220
"5YJ3E1EA0L","San Diego","Chula Vista",2020,"WallE","Alpha",266
"5YJXCBE23J","Grays Harbor","Westport",2018,"WallE","Delta",238
"5YJ3E1EB9K","Spokane","Spokane Valley",2019,"WallE","Alpha",220
"5YJYGDEE8L","Clark","Ridgefield",2020,"WallE","Omega",291
"5YJXCBE2XH","Franklin","Pasco",2017,"WallE","Delta",200
"5YJ3E1EC9L","Pierce","Tacoma",2020,"WallE","Alpha",308
"5YJXCBE49H","King","Seattle",2017,"WallE","Delta",200
"5YJ3E1EA1J","Pierce","Edgewood",2018,"WallE","Alpha",215
"5YJ3E1EB8L","Benton","Richland",2020,"WallE","Alpha",322
"5YJ3E1EB8K","Franklin","Pasco",2019,"WallE","Alpha",220
"5YJ3E1EB9J","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJSA1E23J","Benton","Prosser",2018,"WallE","Beta",249
"5YJSA1S18E","Cowlitz","Ariel",2014,"WallE","Beta",208
"5YJ3E1EA8K","Whatcom","Ferndale",2019,"WallE","Alpha",220
"5YJ3E1EB3L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA6J","Kitsap","Poulsbo",2018,"WallE","Alpha",215
"5YJXCDE2XL","Pierce","Bonney Lake",2020,"WallE","Delta",289
"5YJSA1E49G","Snohomish","Marysville",2016,"WallE","Beta",210
"5YJ3E1EB9L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EB2J","Clark","Battle Ground",2018,"WallE","Alpha",215
"5YJ3E1EC2L","Benton","Benton City",2020,"WallE","Alpha",308
"5YJ3E1EB3J","Snohomish","Snohomish",2018,"WallE","Alpha",215
"5YJ3E1EA9K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJ3E1EB6J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EA5K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EB9J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EA2K","Snohomish","Snohomish",2019,"WallE","Alpha",220
"5YJSA1E40G","Skagit","Anacortes",2016,"WallE","Beta",210
"5YJ3E1EA9K","Snohomish","Lynnwood",2019,"WallE","Alpha",220
"5YJ3E1EBXK","King","Bellevue",2019,"WallE","Alpha",220
"5YJ3E1EC8L","King","Redmond",2020,"WallE","Alpha",308
"5YJ3E1EB8L","Pierce","Puyallup",2020,"WallE","Alpha",322
"5YJ3E1EA9K","King","Redmond",2019,"WallE","Alpha",220
"5YJYGDEE6L","Los Angeles","Los Angeles",2020,"WallE","Omega",291
"5YJXCAE29H","Pierce","Tacoma",2017,"WallE","Delta",200
"5YJXCAE2XJ","Pierce","Bonney Lake",2018,"WallE","Delta",238
"5YJXCAE26L","Pierce","South Hill",2020,"WallE","Delta",293
"5YJSA1DP0C","Pierce","Lakewood",2012,"WallE","Beta",265
"5YJ3E1EB9K","Benton","Kennewick",2019,"WallE","Alpha",220
"5YJ3E1EB8L","Snohomish","Everett",2020,"WallE","Alpha",322
"5YJ3E1EB3J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EA8J","Skagit","Mount Vernon",2018,"WallE","Alpha",215
"5YJSA1E27G","Snohomish","Edmonds",2016,"WallE","Beta",210
"5YJ3E1EA0L","Snohomish","Lynnwood",2020,"WallE","Alpha",266
"5YJ3E1EB7K","Spokane","Spokane",2019,"WallE","Alpha",220
"5YJ3E1EA1K","Whatcom","Bellingham",2019,"WallE","Alpha",220
"5YJ3E1EB0J","Kitsap","Port Orchard",2018,"WallE","Alpha",215
"5YJ3E1EA9J","Pierce","Bonney Lake",2018,"WallE","Alpha",215
"5YJ3E1EA4K","Thurston","Olympia",2019,"WallE","Alpha",220
"5YJSA1H13E","Pierce","Puyallup",2014,"WallE","Beta",208
"5YJYGDEE6L","Island","Clinton",2020,"WallE","Omega",291
"5YJ3E1EBXK","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EB5J","Benton","Kennewick",2018,"WallE","Alpha",215
"5YJ3E1EB3J","Skagit","Sedro-Woolley",2018,"WallE","Alpha",215
"5YJ3E1EB9K","Pierce","Lakewood",2019,"WallE","Alpha",220
"5YJXCAE28K","Chelan","Chelan",2019,"WallE","Delta",289
"5YJ3E1EAXL","King","Seattle",2020,"WallE","Alpha",266
"5YJSA1H1XE","Clark","Vancouver",2014,"WallE","Beta",208
"5YJSA1E2XH","Pierce","Gig Harbor",2017,"WallE","Beta",210
"5YJ3E1EA3J","Thurston","Olympia",2018,"WallE","Alpha",215
"5YJ3E1EB7K","Franklin","Pasco",2019,"WallE","Alpha",220
"5YJSA1H15E","Orange","Barboursville",2014,"WallE","Beta",208
"5YJ3E1EB5L","Skagit","Anacortes",2020,"WallE","Alpha",322
"5YJ3E1EB9K","Clallam","Sequim",2019,"WallE","Alpha",220
"5YJYGDEE1L","Pierce","University Place",2020,"WallE","Omega",291
"5YJSA1E44K","Pierce","Tacoma",2019,"WallE","Beta",270
"5YJYGDEE1L","Pierce","University Place",2020,"WallE","Omega",291
"5YJ3E1EBXK","Thurston","Olympia",2019,"WallE","Alpha",220
"5YJ3E1EB1K","Pierce","University Place",2019,"WallE","Alpha",220
"5YJ3E1EB1K","Island","Clinton",2019,"WallE","Alpha",220
"5YJSA1E20H","King","Seattle",2017,"WallE","Beta",210
"5YJSA1H29F","Benton","Kennewick",2015,"WallE","Beta",208
"5YJ3E1EA0K","King","Auburn",2019,"WallE","Alpha",220
"5YJSA1E28H","King","Redmond",2017,"WallE","Beta",210
"5YJXCDE23H","Snohomish","Snohomish",2017,"WallE","Delta",200
"5YJ3E1EB4K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EB4J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1CN2D","Mason","Allyn",2013,"WallE","Beta",208
"5YJSA1S2XF","Chelan","Leavenworth",2015,"WallE","Beta",208
"5YJYGDEF1L","Spokane","Spokane",2020,"WallE","Omega",291
"5YJYGDEF4L","King","Redmond",2020,"WallE","Omega",291
"5YJXCAE41J","King","Issaquah",2018,"WallE","Delta",238
"5YJXCBE25H","King","Kirkland",2017,"WallE","Delta",200
"5YJYGDEE6L","Whatcom","Lynden",2020,"WallE","Omega",291
"5YJ3E1EB5K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EA9J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJYGDEE9L","Snohomish","Bothell",2020,"WallE","Omega",291
"5YJYGDEEXL","Skagit","Sedro-Woolley",2020,"WallE","Omega",291
"5YJSA1E26G","Snohomish","Granite Falls",2016,"WallE","Beta",210
"5YJSA1DN9D","Snohomish","Everett",2013,"WallE","Beta",208
"5YJ3E1EA1K","Pacific","Naselle",2019,"WallE","Alpha",220
"5YJ3E1EA2J","Grant","Moses Lake",2018,"WallE","Alpha",215
"5YJ3E1EAXJ","King","Vashon",2018,"WallE","Alpha",215
"5YJYGDEE0L","Bannock","Pocatello",2020,"WallE","Omega",291
"5YJ3E1EAXL","Skagit","Sedro-Woolley",2020,"WallE","Alpha",266
"5YJYGDEE6L","Cowlitz","Kelso",2020,"WallE","Omega",291
"5YJ3E1EB7J","Snohomish","Woodinville",2018,"WallE","Alpha",215
"5YJ3E1EB5J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJYGDEE9L","Walla Walla","Walla Walla",2020,"WallE","Omega",291
"5YJ3E1EA0K","Grays Harbor","Aberdeen",2019,"WallE","Alpha",220
"5YJYGDEF8L","Snohomish","Everett",2020,"WallE","Omega",291
"5YJ3E1EB2J","Chelan","Chelan",2018,"WallE","Alpha",215
"5YJ3E1EC1L","Spokane","Spokane",2020,"WallE","Alpha",308
"5YJ3E1EAXK","Snohomish","Monroe",2019,"WallE","Alpha",220
"5YJXCDE2XH","Snohomish","Sultan",2017,"WallE","Delta",200
"5YJ3E1EA2K","King","Redmond",2019,"WallE","Alpha",220
"5YJXCBE20L","Clark","Vancouver",2020,"WallE","Delta",293
"5YJSA1E29G","Benton","West Richland",2016,"WallE","Beta",210
"5YJ3E1EB2K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJ3E1EA4L","Pierce","Auburn",2020,"WallE","Alpha",266
"5YJ3E1EA7H","Skagit","Anacortes",2017,"WallE","Alpha",220
"5YJ3E1EB3K","King","Maple Valley",2019,"WallE","Alpha",220
"5YJ3E1EA8K","Clark","Washougal",2019,"WallE","Alpha",220
"5YJSA1E27H","Walla Walla","Walla Walla",2017,"WallE","Beta",210
"5YJSA1E2XH","Allen","Fort Wayne",2017,"WallE","Beta",210
"5YJ3E1EA6J","King","Seattle",2018,"WallE","Alpha",215
"5YJYGDEE9L","Snohomish","Lake Stevens",2020,"WallE","Omega",291
"5YJ3E1EB8K","Spokane","Spokane",2019,"WallE","Alpha",220
"5YJ3E1EB3K","King","Seattle",2019,"WallE","Alpha",220
"5YJXCBE25J","Snohomish","Snohomish",2018,"WallE","Delta",238
"5YJ3E1EAXL","Pierce","Puyallup",2020,"WallE","Alpha",266
"5YJXCBE28J","Snohomish","Edmonds",2018,"WallE","Delta",238
"5YJ3E1EC5L","Whatcom","Blaine",2020,"WallE","Alpha",308
"5YJSA1E28K","Pierce","Lakewood",2019,"WallE","Beta",270
"5YJ3E1EB4K","Benton","Kennewick",2019,"WallE","Alpha",220
"5YJSA1E25J","Snohomish","Lake Stevens",2018,"WallE","Beta",249
"5YJ3E1EAXK","Los Angeles","Arcadia",2019,"WallE","Alpha",220
"5YJSA1DP5D","Pierce","Auburn",2013,"WallE","Beta",208
"5YJ3E1EB7K","Spokane","Liberty Lake",2019,"WallE","Alpha",220
"5YJSA1H12E","Spokane","Spokane",2014,"WallE","Beta",208
"5YJYGDEE8L","Kitsap","Bremerton",2020,"WallE","Omega",291
"5YJ3E1EB2L","Pierce","Lake Tapps",2020,"WallE","Alpha",322
"5YJ3E1EA4K","King","Pacific",2019,"WallE","Alpha",220
"5YJ3E1EAXJ","Snohomish","Edmonds",2018,"WallE","Alpha",215
"5YJ3E1EAXJ","King","Kent",2018,"WallE","Alpha",215
"5YJ3E1EA0J","Spokane","Spokane",2018,"WallE","Alpha",215
"5YJ3E1EB4J","San Juan","Shaw Island",2018,"WallE","Alpha",215
"5YJ3E1EB8J","Snohomish","Edmonds",2018,"WallE","Alpha",215
"5YJXCAE49G","Pierce","Roy",2016,"WallE","Delta",200
"5YJ3E1EB7J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EC6L","Snohomish","Edmonds",2020,"WallE","Alpha",308
"5YJ3E1EA9J","Whatcom","Bellingham",2018,"WallE","Alpha",215
"5YJ3E1EA2J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB0K","King","Bellevue",2019,"WallE","Alpha",220
"5YJ3E1EA0K","Whatcom","Blaine",2019,"WallE","Alpha",220
"5YJ3E1EB9K","Klickitat","Snowden",2019,"WallE","Alpha",220
"5YJSA4H25F","Arapahoe","Greenwood Village",2015,"WallE","Beta",208
"5YJ3E1EB0J","Snohomish","Snohomish",2018,"WallE","Alpha",215
"5YJ3E1EA8J","Chelan","Manson",2018,"WallE","Alpha",215
"5YJSA1H13E","Clark","Ridgefield",2014,"WallE","Beta",208
"5YJ3E1EA9K","Whatcom","Bellingham",2019,"WallE","Alpha",220
"5YJSA1E21H","King","Kirkland",2017,"WallE","Beta",210
"5YJSA1H12E","Snohomish","Snohomish",2014,"WallE","Beta",208
"5YJYGDEE8L","Yakima","Outlook",2020,"WallE","Omega",291
"5YJ3E1EA2L","Thurston","Olympia",2020,"WallE","Alpha",266
"5YJ3E1EB3J","Clark","Amboy",2018,"WallE","Alpha",215
"5YJSA1AG1D","Grant","Othello",2013,"WallE","Beta",208
"5YJ3E1EB7L","King","Redmond",2020,"WallE","Alpha",322
"5YJSA1E27G","Spokane","Nine Mile Falls",2016,"WallE","Beta",210
"5YJSA1H23E","Pierce","Bonney Lake",2014,"WallE","Beta",208
"5YJXCDE24K","King","Bellevue",2019,"WallE","Delta",289
"5YJYGDEE3L","Snohomish","Edmonds",2020,"WallE","Omega",291
"5YJ3E1EB2K","Pierce","Bonney Lake",2019,"WallE","Alpha",220
"5YJ3E1EAXL","Benton","Richland",2020,"WallE","Alpha",266
"5YJSA1E20J","King","Auburn",2018,"WallE","Beta",249
"5YJSA1E25H","Benton","Kennewick",2017,"WallE","Beta",210
"5YJ3E1EA9J","Clallam","Neah Bay",2018,"WallE","Alpha",215
"5YJXCBE24K","Island","Camano Island",2019,"WallE","Delta",289
"5YJYGDEE7L","Pierce","Graham",2020,"WallE","Omega",291
"5YJ3E1EA8L","Clark","Brush Prairie",2020,"WallE","Alpha",266
"5YJ3E1EA0K","Snohomish","Lake Stevens",2019,"WallE","Alpha",220
"5YJ3E1EA2L","Snohomish","Bothell",2020,"WallE","Alpha",266
"5YJ3E1EB7L","Clallam","Port Angeles",2020,"WallE","Alpha",322
"5YJXCBE27J","Chelan","Leavenworth",2018,"WallE","Delta",238
"5YJYGDEE5L","Whatcom","Bellingham",2020,"WallE","Omega",291
"5YJ3E1EB8J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA7J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EC6L","Kitsap","Poulsbo",2020,"WallE","Alpha",308
"5YJ3E1EB0J","Snohomish","Snohomish",2018,"WallE","Alpha",215
"5YJ3E1EC9L","Clark","Vancouver",2020,"WallE","Alpha",308
"5YJ3E1EB9J","Klickitat","White Salmon",2018,"WallE","Alpha",215
"5YJ3E1EB1J","Snohomish","Marysville",2018,"WallE","Alpha",215
"5YJ3E1EA4K","King","Bothell",2019,"WallE","Alpha",220
"5YJ3E1EB5K","Skagit","Burlington",2019,"WallE","Alpha",220
"5YJXCBE27L","Kittitas","Cle Elum",2020,"WallE","Delta",293
"5YJ3E1EB0J","Pierce","University Place",2018,"WallE","Alpha",215
"5YJXCAE44G","Franklin","Pasco",2016,"WallE","Delta",200
"5YJXCAE27L","Snohomish","Snohomish",2020,"WallE","Delta",293
"5YJYGDEE4L","Pierce","Joint Base Lewis Mcchord",2020,"WallE","Omega",291
"5YJ3E1EB4J","King","Kent",2018,"WallE","Alpha",215
"5YJ3E1EB7J","Pierce","University Place",2018,"WallE","Alpha",215
"5YJSA1H2XF","Island","Camano Island",2015,"WallE","Beta",208
"5YJYGDEE6L","King","Bellevue",2020,"WallE","Omega",291
"5YJ3E1EB7K","Whatcom","Ferndale",2019,"WallE","Alpha",220
"5YJ3E1EAXL","King","Bothell",2020,"WallE","Alpha",266
"5YJ3E1EB8J","Clark","La Center",2018,"WallE","Alpha",215
"5YJ3E1EA5J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJYGDEE5L","Pierce","Lakewood",2020,"WallE","Omega",291
"5YJ3E1EB5J","Grant","Moses Lake",2018,"WallE","Alpha",215
"5YJSA1E28K","Kitsap","Bremerton",2019,"WallE","Beta",270
"5YJ3E1EBXJ","Pierce","Buckley",2018,"WallE","Alpha",215
"5YJ3E1EA2L","King","Seattle",2020,"WallE","Alpha",266
"5YJSA1E29K","King","Issaquah",2019,"WallE","Beta",270
"5YJSA1CN5C","King","Auburn",2012,"WallE","Beta",265
"5YJYGDEEXL","Snohomish","Brier",2020,"WallE","Omega",291
"5YJ3E1EA5K","Jefferson","Port Ludlow",2019,"WallE","Alpha",220
"5YJ3E1EB7J","Snohomish","Edmonds",2018,"WallE","Alpha",215
"5YJYGDEE1L","Mason","Allyn",2020,"WallE","Omega",291
"5YJ3E1EB5J","Snohomish","Marysville",2018,"WallE","Alpha",215
"5YJ3E1EB7L","King","Maple Valley",2020,"WallE","Alpha",322
"5YJ3E1EBXL","King","Kirkland",2020,"WallE","Alpha",322
"5YJ3E1EBXJ","Adams","Othello",2018,"WallE","Alpha",215
"5YJSA1E2XH","King","Burien",2017,"WallE","Beta",210
"5YJYGDEE7L","King","Redmond",2020,"WallE","Omega",291
"5YJXCBE29J","Snohomish","Everett",2018,"WallE","Delta",238
"5YJXCDE22J","Snohomish","Lake Stevens",2018,"WallE","Delta",238
"5YJ3E1EB9K","Snohomish","Mountlake Terrace",2019,"WallE","Alpha",220
"5YJXCAE45G","Pierce","Tacoma",2016,"WallE","Delta",200
"5YJ3E1EA4K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJSA1E26J","King","Seattle",2018,"WallE","Beta",249
"5YJSA1E12H","Benton","Kennewick",2017,"WallE","Beta",210
"5YJXCBE24G","Pierce","Auburn",2016,"WallE","Delta",200
"5YJ3E1EB9K","King","Newcastle",2019,"WallE","Alpha",220
"5YJXCDE20K","Kittitas","Cle Elum",2019,"WallE","Delta",289
"5YJ3E1EA4K","Snohomish","Snohomish",2019,"WallE","Alpha",220
"5YJ3E1EB7L","Grays Harbor","Ocean Shores",2020,"WallE","Alpha",322
"5YJ3E1EB6J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EA6K","Walla Walla","Walla Walla",2019,"WallE","Alpha",220
"5YJYGDEE0L","Pierce","Tacoma",2020,"WallE","Omega",291
"5YJXCBE25G","Snohomish","Marysville",2016,"WallE","Delta",200
"5YJ3E1EB2J","Adams","Othello",2018,"WallE","Alpha",215
"5YJSA1H28F","Franklin","Pasco",2015,"WallE","Beta",208
"5YJ3E1EA7K","King","Bothell",2019,"WallE","Alpha",220
"5YJSA1E22G","Skagit","La Conner",2016,"WallE","Beta",210
"5YJSA1E4XJ","Spokane","Spokane",2018,"WallE","Beta",249
"5YJSA1CP8D","Pierce","Gig Harbor",2013,"WallE","Beta",208
"5YJXCBE2XL","Pierce","Sumner",2020,"WallE","Delta",293
"5YJSA1E44L","Douglas","East Wenatchee",2020,"WallE","Beta",337
"5YJ3E1EA7K","Pierce","University Place",2019,"WallE","Alpha",220
"5YJ3E1EA7L","Thurston","Olympia",2020,"WallE","Alpha",266
"5YJXCDE25L","Clark","Camas",2020,"WallE","Delta",289
"5YJ3E1EAXL","King","Issaquah",2020,"WallE","Alpha",266
"5YJ3E1EB3K","King","Carnation",2019,"WallE","Alpha",220
"5YJ3E1EB3J","Yakima","Wapato",2018,"WallE","Alpha",215
"5YJ3E1EB8J","King","Renton",2018,"WallE","Alpha",215
"5YJ3E1EAXJ","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1E4XF","King","Kent",2015,"WallE","Beta",208
"5YJYGDEFXL","Whatcom","Blaine",2020,"WallE","Omega",291
"5YJ3E1EC3L","Skamania","Bingen",2020,"WallE","Alpha",308
"5YJSA1E14G","Benton","Kennewick",2016,"WallE","Beta",210
"5YJSA1DP1D","Clark","Vancouver",2013,"WallE","Beta",208
"5YJYGDEE9L","Pierce","Lakewood",2020,"WallE","Omega",291
"5YJ3E1EBXJ","King","Kirkland",2018,"WallE","Alpha",215
"5YJXCAE25K","Clark","Ridgefield",2019,"WallE","Delta",289
"5YJ3E1EB9J","Pierce","Buckley",2018,"WallE","Alpha",215
"5YJSA1E20F","Pierce","Bonney Lake",2015,"WallE","Beta",208
"5YJXCDE2XH","Pierce","Puyallup",2017,"WallE","Delta",200
"5YJ3E1EB8L","Island","Camano Island",2020,"WallE","Alpha",322
"5YJ3E1EC6L","Whatcom","Bellingham",2020,"WallE","Alpha",308
"5YJ3E1EB1L","Benton","Kennewick",2020,"WallE","Alpha",322
"5YJXCAE20K","Snohomish","Woodway",2019,"WallE","Delta",289
"5YJSA1E23H","King","Auburn",2017,"WallE","Beta",210
"5YJ3E1EA7L","King","Seatac",2020,"WallE","Alpha",266
"5YJSA1H16E","Pierce","South Hill",2014,"WallE","Beta",208
"5YJSA1E2XG","Pierce","Gig Harbor",2016,"WallE","Beta",210
"5YJXCDE25J","Clallam","Sequim",2018,"WallE","Delta",238
"5YJYGDEE4L","Snohomish","Everett",2020,"WallE","Omega",291
"5YJ3E1EA5K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EB4K","Whatcom","Ferndale",2019,"WallE","Alpha",220
"5YJSA1E2XG","Prince George's","Upper Marlboro",2016,"WallE","Beta",210
"5YJXCAE27K","Snohomish","Lake Stevens",2019,"WallE","Delta",289
"5YJSA1E20L","Snohomish","Lake Stevens",2020,"WallE","Beta",330
"5YJXCBE28J","Snohomish","Snohomish",2018,"WallE","Delta",238
"5YJ3E1EB9J","King","Redmond",2018,"WallE","Alpha",215
"5YJYGDEF9L","San Juan","Friday Harbor",2020,"WallE","Omega",291
"5YJ3E1EA2K","Spokane","Spokane Valley",2019,"WallE","Alpha",220
"5YJSA1H25F","Pierce","Puyallup",2015,"WallE","Beta",208
"5YJ3E1EB7L","King","Bellevue",2020,"WallE","Alpha",322
"5YJ3E1EB2J","Whatcom","Maple Falls",2018,"WallE","Alpha",215
"5YJSA1E26G","Snohomish","Edmonds",2016,"WallE","Beta",210
"5YJ3E1EB5J","Spokane","Spokane",2018,"WallE","Alpha",215
"5YJSA1H24F","Pierce","Fox Island",2015,"WallE","Beta",208
"5YJ3E1EA5J","Spokane","Spokane",2018,"WallE","Alpha",215
"5YJ3E1EB7K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJ3E1EA9K","King","Bothell",2019,"WallE","Alpha",220
"5YJYGDEE9L","Snohomish","Lake Stevens",2020,"WallE","Omega",291
"5YJYGDEE7L","Snohomish","Mountlake Terrace",2020,"WallE","Omega",291
"5YJ3E1EB7L","King","Issaquah",2020,"WallE","Alpha",322
"5YJ3E1EB2J","Snohomish","Snohomish",2018,"WallE","Alpha",215
"5YJSA1H19E","Pierce","Tacoma",2014,"WallE","Beta",208
"5YJ3E1EB8L","Pierce","Graham",2020,"WallE","Alpha",322
"5YJYGDEE3L","King","Issaquah",2020,"WallE","Omega",291
"5YJ3E1EA9J","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1E20H","King","North Bend",2017,"WallE","Beta",210
"5YJ3E1EB3J","Pierce","Lakewood",2018,"WallE","Alpha",215
"5YJ3E1EA1L","Snohomish","Edmonds",2020,"WallE","Alpha",266
"5YJ3E1EB2J","King","Bellevue",2018,"WallE","Alpha",215
"5YJYGDEF3L","King","Seattle",2020,"WallE","Omega",291
"5YJXCDE2XL","Clark","Vancouver",2020,"WallE","Delta",289
"5YJSA1E27J","Skagit","La Conner",2018,"WallE","Beta",249
"5YJ3E1EA9L","Pierce","Puyallup",2020,"WallE","Alpha",266
"5YJ3E1EA3K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EB5L","Benton","Kennewick",2020,"WallE","Alpha",322
"5YJ3E1EA9J","Snohomish","Marysville",2018,"WallE","Alpha",215
"5YJYGDEE2L","Kittitas","Ellensburg",2020,"WallE","Omega",291
"5YJ3E1EC7L","King","Vashon",2020,"WallE","Alpha",308
"5YJ3E1EB9K","Skagit","Mount Vernon",2019,"WallE","Alpha",220
"5YJ3E1EA2J","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJ3E1EB9J","Snohomish","Mountlake Terrace",2018,"WallE","Alpha",215
"5YJ3E1EB1K","Klickitat","Glenwood",2019,"WallE","Alpha",220
"5YJ3E1EA9J","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1E28G","Clark","Vancouver",2016,"WallE","Beta",210
"5YJ3E1EA7K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJSA1H13E","King","Seattle",2014,"WallE","Beta",208
"5YJYGDEE0L","King","Bellevue",2020,"WallE","Omega",291
"5YJSA1E28J","Spokane","Spokane",2018,"WallE","Beta",249
"5YJ3E1EA1J","Franklin","Pasco",2018,"WallE","Alpha",215
"5YJ3E1EA8J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJSA1E19H","Snohomish","Marysville",2017,"WallE","Beta",210
"5YJ3E1EC7L","Snohomish","Marysville",2020,"WallE","Alpha",308
"5YJ3E1EB1J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EC6L","King","Sammamish",2020,"WallE","Alpha",308
"5YJXCAE23L","Snohomish","Snohomish",2020,"WallE","Delta",293
"5YJ3E1EB1L","Pierce","Tacoma",2020,"WallE","Alpha",322
"5YJ3E1EB3K","Grant","Ephrata",2019,"WallE","Alpha",220
"5YJSA1E28J","Snohomish","Stanwood",2018,"WallE","Beta",249
"5YJXCBE26H","Spokane","Spokane",2017,"WallE","Delta",200
"5YJSA1E23L","Pierce","Gig Harbor",2020,"WallE","Beta",330
"5YJ3E1EB4J","Grant","Moses Lake",2018,"WallE","Alpha",215
"5YJ3E1EB5J","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJSA1E23H","Whatcom","Blaine",2017,"WallE","Beta",210
"5YJXCAE4XG","Pierce","Lakewood",2016,"WallE","Delta",200
"5YJSA1E22H","Yakima","Selah",2017,"WallE","Beta",210
"5YJYGDEE8L","Garfield","Pomeroy",2020,"WallE","Omega",291
"5YJ3E1EB2J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB4J","Benton","Kennewick",2018,"WallE","Alpha",215
"5YJYGDEE9L","Snohomish","Lynnwood",2020,"WallE","Omega",291
"5YJ3E1EA7K","King","Fall City",2019,"WallE","Alpha",220
"5YJXCDE25J","King","Seattle",2018,"WallE","Delta",238
"5YJ3E1EA9J","Benton","West Richland",2018,"WallE","Alpha",215
"5YJ3E1EB9L","Pierce","Spanaway",2020,"WallE","Alpha",322
"5YJ3E1EA4J","Pierce","Bonney Lake",2018,"WallE","Alpha",215
"5YJXCBE41H","King","Renton",2017,"WallE","Delta",200
"5YJ3E1EB6K","Snohomish","Edmonds",2019,"WallE","Alpha",220
"5YJ3E1ECXL","Franklin","Pasco",2020,"WallE","Alpha",308
"5YJ3E1EB1J","King","Seattle",2018,"WallE","Alpha",215
